0,75,47,-1,0,1,1,0
0,75,49,-1,0,1,1,0
0,75,51,-1,0,1,1,0
0,75,53,-1,0,1,1,0
0,75,55,-1,0,1,1,0
0,75,53,-1,0,1,1,0
0,75,51,-1,0,1,1,0
0,75,49,-1,1,1,1,1
0,75,57,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
0,75,-1,-1,1,1,1,1
1,75,19,-1,0,1,1,0
1,75,-1,-1,0,1,1,0
1,75,-1,-1,0,1,1,0
1,75,-1,-1,0,1,1,0
1,75,-1,-1,0,1,1,0
1,75,-1,-1,0,1,1,0
1,75,-1,-1,0,1,1,0
1,75,-1,-1,1,1,1,1
1,75,36,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
1,75,-1,-1,1,1,1,1
2,75,19,-1,0,1,1,0
2,75,-1,-1,0,1,1,0
2,75,-1,-1,0,1,1,0
2,75,-1,-1,0,1,1,0
2,75,-1,-1,0,1,1,0
2,75,-1,-1,0,1,1,0
2,75,-1,-1,0,1,1,0
2,75,-1,-1,1,1,1,1
2,75,36,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
2,75,-1,-1,1,1,1,1
3,75,19,-1,0,1,1,0
4,75,19,-1,0,1,1,0
5,75,19,-1,0,1,1,0
6,75,19,-1,0,1,1,0
7,75,19,-1,0,1,1,0
8,75,19,-1,0,1,1,0
9,75,19,-1,0,1,1,0
10,75,19,-1,0,1,1,0
11,75,1,-1,0,1,1,0
